title,info,img_url
每日新闻播报（April 27）,今日播报内容：国办发文力促消费持续恢复；央行决定下调外汇存款准备金率；我国拟组建近地小行星防御系统；高盛：未来两年美国经济衰退几率为35%,//img2.chinadaily.com.cn/images/202204/27/62690f06a310fd2bec85eaca.jpeg
每日一词∣中国航天日 Space Day of China,4月21日，国家航天局宣布在2022年“中国航天日”前后一段时间，将举办200余项与航天有关的活动。今年航天日旨在进一步宣扬崇尚科学、探索未知、敢于创新的理想信念。,//img2.chinadaily.com.cn/images/202204/27/62690619a310fd2bec85e862.jpeg
TED演讲：真正高层次的人，都懂得延迟满足,在这段简短演讲中，Joachim de Posada分享了一个里程碑式的关于延迟满足的实验——以及它如何预测未来的成功。,//img2.chinadaily.com.cn/images/202204/27/62689b0ca310fd2bec85c2d8.jpeg
马斯克宣布收购推特，特朗普：不会重返推特,4月25日，社交媒体平台推特公司接受了埃隆·马斯克的收购协议。根据协议，马斯克将以每股54.2美元，总计约440亿美元的价格收购推特。,//img2.chinadaily.com.cn/images/202204/27/6268959aa310fd2bec85b45f.jpeg
每日新闻播报（April 26）,今日播报内容：我国知识产权创造量质齐升；广交会闭幕创多个历史新高；商务部：择优择地开展内外贸一体化试点；马克龙赢得法国总统选举获连任。,//img2.chinadaily.com.cn/images/202204/26/6267c6a3a310fd2bec85a101.png
一课译词：百依百顺,“百依百顺”，汉语成语，形容事事都顺从别人，毫不违背。可以翻译为“agree with somebody in everything”等。,//img2.chinadaily.com.cn/images/202204/26/6267bac4a310fd2bec859fc5.jpeg
每日一词∣全球安全倡议 Global Security Initiative,4月21日，国家主席习近平在博鳌亚洲论坛2022年年会开幕式上以视频方式发表主旨演讲，提出全球安全倡议。习近平指出，要坚持共同、综合、合作、可持续的安全观，坚持尊重各国主权、领土完整，不干涉别国内政。,//img2.chinadaily.com.cn/images/202204/26/6267b499a310fd2bec859c89.jpeg
"央行决定下调外汇存款准备金率,平抑人民币汇率短期波动",中国人民银行决定自2022年5月15日起下调金融机构外汇存款准备金率1个百分点，即外汇存款准备金率由现行的9%下调至8%。,//img2.chinadaily.com.cn/images/202204/26/6267b3c0a310fd2bec859c7d.jpeg
RCEP协定助力成员国跨境电商发展 带动世界经济复苏,3月越南、泰国、马来西亚三国驻广西南宁总领事开展的直播带货活动不仅增进了跨境电商合作，也有助于全球经济的复苏。,//img2.chinadaily.com.cn/images/202204/26/62679264a310fd2bec859060.jpeg
Elon Musk’s in-tray? 待处理事项,In-tray指的是公文篮，里面放着待处理文件。,//img2.chinadaily.com.cn/images/202204/26/626774b8a310fd2bec858d7e.jpeg
揭秘：蔬菜放冰箱如何才能保鲜更久？,疫情期间，如何储存蔬菜才能保鲜更持久？不同蔬菜应该如何在冰箱中储存？本文为你一一道来。,//img2.chinadaily.com.cn/images/202204/26/62673d11a310fd2bec855cf3.jpeg
每日新闻播报（April 25）,今日播报内容：韩国拟统一年龄计算方式；日本研发可增强咸味的电子筷；美国无医保者将需自费检测和治疗新冠；中国古代的'点茶'技艺。,//img2.chinadaily.com.cn/images/202204/25/626676dea310fd2bec8553d6.jpeg
每日一词∣全民阅读大会 National Conference on Reading,首届全民阅读大会4月23日在京开幕。中共中央总书记、国家主席、中央军委主席习近平发来贺信，表示热烈的祝贺。习近平希望广大党员、干部带头读书学习，修身养志，增长才干；希望孩子们养成阅读习惯，快乐阅读，健康成长；希望全社会都参与到阅读中来，形成爱读书、读好书、善读书的浓厚氛围。,//img2.chinadaily.com.cn/images/202204/25/62666319a310fd2bec855132.jpeg
外媒：通胀恐慌加剧 美国民众对经济前景越发悲观,最新的福布斯益普索消费者信心双周追踪调查显示，消费者信心指数较两周前下降4%至53.1，较疫情前水平下降了7个百分点。,//img2.chinadaily.com.cn/images/202204/25/62666209a310fd2bec855081.jpeg
国家航天局：我国拟组建近地小行星防御系统,我国将着手组建近地小行星防御系统，为保护地球和人类安全贡献中国力量。,//img2.chinadaily.com.cn/images/202204/25/6266626ba310fd2bec8550ad.jpeg
一课译词：奋不顾身,“奋不顾身”，汉语成语，指振作起来奋勇前进，不顾及生命。可以翻译为“dash ahead regardless of one's safety”等。,//img2.chinadaily.com.cn/images/202204/25/62666126a310fd2bec85506d.jpeg
美国洛杉矶重启公共交通“口罩令”,美国加利福尼亚州洛杉矶郡连续两天新冠肺炎确诊病例单日新增超过2000例，自4月22日起在公共交通和机场内重启“口罩令”。,//img2.chinadaily.com.cn/images/202204/25/6265f299a310fd2bec8520f6.jpeg
一课译词：目瞪口呆,“目瞪口呆”，汉语成语，眼睛直盯着不动，嘴张着说不出话来。形容因吃惊或害怕而发愣。可以翻译为“be goggle-eyed”等。,//img2.chinadaily.com.cn/images/202204/24/62651930a310fd2bec850e99.jpeg
商务部：择优择地开展内外贸一体化试点,商务部日前表示，将会同有关部门择优选择部分地区开展内外贸一体化试点，以点带面推进全国内外贸一体化发展。,//img2.chinadaily.com.cn/images/202204/24/6264ba93a310fd2bec85024d.jpeg
研究：气候变化和农耕导致昆虫数量剧减,新研究发现，在世界部分地区，受气候变暖和劳动密集型农业的影响，昆虫数量已减半。,//img2.chinadaily.com.cn/images/202204/24/62649a11a310fd2bec84f942.jpeg
火遍全网的MBTI人格测试，真的可以定义我们吗？,最近，一个叫做MBTI的性格测试突然受到了职场、求学等领域的广泛关注。,//img2.chinadaily.com.cn/images/202204/23/62634f99a310fd2bec84ddf4.jpeg
每日新闻播报（April 22）,今日播报内容：个人养老金制度正式出炉；期货和衍生品法8月1日起施行；东航MU5735事故调查初步报告公布；IMF下调今年全球经济增速预期至3.6%,//img2.chinadaily.com.cn/images/202204/22/6262889ba310fd2bec84d157.jpeg
高盛：未来两年美国经济衰退几率为35%,美国高盛集团经济团队表示，未来两年，美国经济很有可能陷入衰退或“硬着陆”。,//img2.chinadaily.com.cn/images/202204/22/62626fd1a310fd2bec84ceee.jpeg
一课译词：视而不见,“视而不见”，形容漠视，不关心，不重视。可以翻译为“turn a blind eye to someone/something”。,//img2.chinadaily.com.cn/images/202204/22/6262714da310fd2bec84cf89.jpeg
"每日一词∣《新时代的中国青年》白皮书 white paper titled ""Youth of China in the New Era""",国务院新闻办公室4月21日发布《新时代的中国青年》白皮书。这是我国首次专门就青年群体发布白皮书。这是一部记录新时代中国青年发展事业成果、反映新时代中国青年精神风貌的重要文献。,//img2.chinadaily.com.cn/images/202204/22/62626e99a310fd2bec84ce06.jpeg
个人养老金制度来了！,根据最新人口普查数据，截至2020年，中国60岁及以上人口已达2.64亿，占全国人口总数的18.7%。,//img2.chinadaily.com.cn/images/202204/22/62626b84a310fd2bec84ccfb.jpeg
No laughing matter? 非同小可,No laughing matter意思是不是闹着玩的，不是儿戏，不能一笑了之。,//img2.chinadaily.com.cn/images/202204/22/6262440da310fd2bec84bed6.jpeg
You've made my day,被人夸奖时，我们可以用“哪里哪里”这样的说法来表示礼貌或谦虚。但在英语中，人们不习惯通过否定他人的夸奖来表示谢意。除了说“thank you”以外，还有哪些可以用来回应他人赞美的说法？看“BBC实用英语”视频，学习被夸时可以使用的英语语句。,//img2.chinadaily.com.cn/images/202204/26/626747ada310fd2bec856ae7.jpeg
专家：接吻可以保护牙齿，有益口腔健康,牙科医生表示，接吻是保护口腔健康最天然的方式，“接吻会刺激口腔分泌更多的唾液清除口腔中腐蚀牙齿的有害细菌和酸”。,//img2.chinadaily.com.cn/images/202204/22/6261fe19a310fd2bec84a207.jpeg
每日新闻播报（May 13）,今日播报内容：我国首部生物经济五年规划出台；央行货币政策加大对实体经济支持力度；尹锡悦宣誓就任韩国总统；马斯克称将恢复特朗普推特。,//img2.chinadaily.com.cn/images/202205/13/627e1d83a310fd2bec88d485.jpeg
每日一词∣纾困稳岗 help ease enterprises' burden and keep their payroll stable,为助力特困行业纾困稳岗，有效对冲疫情影响，人力资源社会保障部办公厅和国家税务总局办公厅近日发布通知，对特困行业阶段性实施缓缴养老保险、失业保险和工伤保险费政策。通知明确，缓缴适用于餐饮、零售、旅游、民航、公路水路铁路运输企业三项社保费的单位应缴纳部分。,//img2.chinadaily.com.cn/images/202205/13/627e1b64a310fd2bec88d45f.jpeg
一课译词：言之有理,“言之有理”，汉语成语，意思是说的话有道理。可以翻译为“it stands to reason，sound reasonable/plausible”等。,//img2.chinadaily.com.cn/images/202205/13/627e1f49a310fd2bec88d4d5.jpeg
美国通胀持续攀升，超三分之二民众成月光族,美国在线借贷平台LendingClub的一份报告显示，截至今年3月，64%的美国人成为月光族。,//img2.chinadaily.com.cn/images/202205/13/627e1ae0a310fd2bec88d420.jpeg
Special shout out? 公开致意,Shoutout意思是公开致意，公开赞赏。,//img2.chinadaily.com.cn/images/202205/13/627e13cfa310fd2bec88d342.jpeg
不写完不许走！这家专治拖延症的写作咖啡馆火了,这家咖啡馆只允许有迫在眉睫写作任务的文字工作者进入。而且，一旦到店，不完成任务的话，工作人员是不会放你走的。,//img2.chinadaily.com.cn/images/202205/13/627d9f89a310fd2bec88aa62.jpeg
一课译词：萍水相逢,“萍水相逢”，原义是浮萍因水而四处流荡，聚散不定；比喻人本素不相识，因机缘巧合偶然相逢。可以翻译为“meet by chance”。,//img2.chinadaily.com.cn/images/202205/12/627cdc26a310fd2bec889f4a.jpeg
每日一词∣生物经济 bioeconomy,5月10日，国家发改委印发《“十四五”生物经济发展规划》（以下简称《规划》）。,//img2.chinadaily.com.cn/images/202205/12/627ccb43a310fd2bec889b98.jpeg
“周到”、“合群”、“圆滑”等用英语怎么说？,汉语里各种用来形容人的处事风格和性格特点的词语，如“周到”、“合群”、“真实”、“圆滑”、“装”、“假惺惺”等在英语中有没有对应的说法？,//img2.chinadaily.com.cn/images/202205/12/627cc9b4a310fd2bec889b2a.jpeg
每日新闻播报（May 12）,今日播报内容：4月份CPI同比上涨2.1%；两部门拟修订鼓励外商投资产业目录；专家：中国有望实现全年经济增长目标；我国60岁以上老年人群接种率不断提升。,//img2.chinadaily.com.cn/images/202205/12/627ca781a310fd2bec8889ba.jpeg
专家：今年通胀水平总体温和可控,国家统计局日前发布的数据显示，4月份全国居民消费价格指数同比上涨2.1%，创下五个月来的最大涨幅。,//img2.chinadaily.com.cn/images/202205/12/627c9608a310fd2bec888718.jpeg
缺货率高达40%！美国婴幼儿奶粉危机引发恐慌,美国各地商店的畅销婴儿配方奶粉被抢购一空，平均缺货率高达40%，大型连锁药店纷纷实行限购措施。,//img2.chinadaily.com.cn/images/202205/12/627c5511a310fd2bec8861ab.jpeg
一课译词：断断续续,“断断续续”，汉语词语，意思是时而中断，时而继续。可以翻译为“ intermittently，off and on”。,//img2.chinadaily.com.cn/images/202205/11/627b8181a310fd2bec8850b5.jpeg
央行货币政策加大对实体经济支持力度,央行将发挥存款利率市场化调整机制的“重要作用”，完善市场化利率形成，推动降低企业综合融资成本。,//img2.chinadaily.com.cn/images/202205/11/627b7c90a310fd2bec884f7e.jpeg
每日一词∣以县城为重要载体的城镇化建设 urbanization with a focus on county towns,近日，中共中央办公厅、国务院办公厅印发了《关于推进以县城为重要载体的城镇化建设的意见》。《意见》明确，到2025年，以县城为重要载体的城镇化建设取得重要进展。,//img2.chinadaily.com.cn/images/202205/11/627b7b19a310fd2bec884dd9.jpeg
2022年《美国企业在中国》白皮书发布：中国仍是美企首选市场,中国美国商会日前发布白皮书称，中国仍然是美国企业的首选市场，83%的企业报告称没有将制造或采购转移出中国的打算。,//img2.chinadaily.com.cn/images/202205/18/6284b1c7a310fd2bec89cc14.jpeg
每日新闻播报（May 18）,"今日播报内容：中国若""躺平""代价有多大；我国高等教育毛入学率达到57.8%。",//img2.chinadaily.com.cn/images/202205/18/62849df3a310fd2bec89c66d.jpeg
分析：30万美国人若接种疫苗本可避免死亡,一份基于真实数据的分析报告显示，新冠疫苗本来可以在2021年1月至2022年4月间防止至少31.8万美国人死于新冠病毒。,//img2.chinadaily.com.cn/images/202205/18/628443e8a310fd2bec89a459.jpeg
一课译词：沉默寡言,“沉默寡言”，汉语成语，形容人不声不响，很少说话。可以翻译为“be reticent/withdrawn，be scanty of words”等。,//img2.chinadaily.com.cn/images/202205/17/62838347a310fd2bec8993cd.jpeg
专家：取消对华加征关税才是拜登政府的明智之举,本文作者认为，美国目前通胀持续高涨，而要想解决通胀问题，取消对中国商品加征的关税才是明智的选择。,//img2.chinadaily.com.cn/images/202205/17/628368a5a310fd2bec899131.png
What is a stan? 铁杆粉丝,Stan的意思和fan相近，指的是铁杆粉丝。,//img2.chinadaily.com.cn/images/202205/17/628365bda310fd2bec898ed4.jpeg
每日一词∣15分钟核酸采样圈 15-minute nucleic acid test circle,近日，上海市加快推进常态化核酸采样点布局建设工作，积极构建15分钟核酸“采样圈”，有利于居民在社区或办公区域就近便可进行核酸检测。,//img2.chinadaily.com.cn/images/202205/18/62843180a310fd2bec899b1c.jpeg
每日新闻播报（May 17）,今日播报内容：国产C919大飞机交付前试飞；上海将分阶段推进复商复市；IMF上调人民币SDR权重；美国超三分之二民众成月光族。,//img2.chinadaily.com.cn/images/202205/17/6283265fa310fd2bec897d16.jpeg
"中国若""躺平""代价有多大?研究模拟数据: 上亿人感染新冠，155万人死亡",在“完全躺平”的情况下，奥密克戎毒株在中国的传播预计会导致155万人死亡。,//img2.chinadaily.com.cn/images/202205/17/6282e58aa310fd2bec89607e.jpeg
一课译词：心甘情愿,“心甘情愿”，意思是心里完全愿意，没有勉强。多指自愿做出某种牺牲。可以翻译为“be willing to，be perfectly happy to”等。,//img2.chinadaily.com.cn/images/202205/16/62824675a310fd2bec89574d.jpeg
每日一词∣中国共产主义青年团成立100周年 100th anniversary of the founding of the CYLC,庆祝中国共产主义青年团成立100周年大会5月10日在北京人民大会堂隆重举行。中共中央总书记、国家主席、中央军委主席习近平出席大会并发表重要讲话。习近平指出，庆祝中国共产主义青年团成立100周年，就是要激励广大团员青年在实现中华民族伟大复兴中国梦的新征程上奋勇前进。,//img2.chinadaily.com.cn/images/202205/16/62821299a310fd2bec895070.jpeg
每日新闻播报（May 16）,今日播报内容：我国占全球经济比重上升到18%；美国面临婴幼儿奶粉短缺危机；严重新冠感染可使大脑老化20年；法米其林餐厅遭遇'鹅肝酱危机'。,//img2.chinadaily.com.cn/images/202205/16/6281f237a310fd2bec894bbe.jpeg
人民币在SDR货币篮子中的权重上调意味着什么？,专家指出，人民币在SDR货币篮子中的权重增加反映出人民币日益提升的全球影响力和中国金融开放取得的成就。,//img2.chinadaily.com.cn/images/202205/16/6281e5f4a310fd2bec8948ab.jpeg
美国新冠死亡破百万，接下来怎么办？ | 小象漫评,当地时间5月9日，美国华盛顿国家大教堂鸣钟1000响，纪念死于新冠的100万美国人。,//img2.chinadaily.com.cn/images/202205/16/6281d3d0a310fd2bec89468c.png
科学家首次成功在月球土壤里种出植物,美国佛罗里达大学的研究人员首次在阿波罗号宇航员带回的月球土壤里种出了植物，人类朝着在月球上种植粮食又迈近了一步。,//img2.chinadaily.com.cn/images/202205/16/62819e6ca310fd2bec891f44.jpeg
每日新闻播报（May 11）,今日播报内容：天舟四号货运飞船成功发射；今年前4个月我国外贸增长7.9%；2025年全国护士总数达到550万人；去年中国沿海海平面较常年高84毫米。,//img2.chinadaily.com.cn/images/202205/11/627b5faaa310fd2bec8846d2.jpeg
TED演讲：对完美的追求正在毁了年轻人,如果我们告诉年轻人，在生活中没有比追求虚妄的完美更重要的事，那么我们就会让一代代的年轻人都遭受徒劳和绝望。,//img2.chinadaily.com.cn/images/202205/11/627b1032a310fd2bec882fc1.jpeg
刘畊宏女孩必看：健身后为什么一定要拉伸，你的拉伸做对了吗？,你知道为什么运动后一定要拉伸吗？拉伸不到位有哪些危害，真的会腿粗吗？以下有关拉伸的知识，健身小白一定要看！,//img2.chinadaily.com.cn/images/202205/11/627b0a9ba310fd2bec882bb9.jpeg
一课译词：言归正传,“言归正传”，汉语成语，意思是指话头转回到正题上来。,//img2.chinadaily.com.cn/images/202205/10/627a37bca310fd2bec88179e.jpeg
Cross that bridge? 船到桥头自然直,Cross that bridge when one comes to it意思是“船到桥头自然直”，等事情发生了再应对。,//img2.chinadaily.com.cn/images/202205/10/627a332fa310fd2bec88159a.jpeg
每日一词∣马拉喀什条约Marrakesh Treaty,《关于为盲人、视力障碍者或其他印刷品阅读障碍者获得已出版作品提供便利的马拉喀什条约》5月5日对我国生效。,//img2.chinadaily.com.cn/images/202205/11/627afd8da310fd2bec882415.jpeg
每日新闻播报（May 10）,今日播报内容：高校毕业生就业促进周启动；县城城镇化建设意见出台；李家超当选香港特首人选；专家:中国经济将在近期回升。,//img2.chinadaily.com.cn/images/202205/10/627a182ea310fd2bec880f7c.jpeg
评论：提高家庭可支配收入对经济复苏至关重要,通过补贴中低收入群体、精准的消费刺激政策和补偿小微企业等措施可以有效提高家庭可支配收入，从而保证中国经济稳定增长。,//img2.chinadaily.com.cn/images/202205/10/6279ff89a310fd2bec880465.jpeg
前4个月我国进出口同比增长7.9%,在我国外贸发展面临的外部环境更趋复杂严峻的形势下，前4个月我国外贸进出口仍然保持了增长。,//img2.chinadaily.com.cn/images/202205/10/6279c279a310fd2bec87eb97.jpeg
禽流感疫情持续扩散 法国米其林餐厅遭遇“鹅肝酱危机”,由于欧洲各国暴发了史无前例的禽流感疫情，法国名菜鹅肝酱不得不暂别多家米其林餐厅的菜单。,//img2.chinadaily.com.cn/images/202205/10/6279b33da310fd2bec87e154.jpeg
我国60岁以上老年人群接种率不断提升,截至5月5日，全国60岁以上老年人完成全程接种21562.4万人，占老年人口的81.67%。,//img2.chinadaily.com.cn/images/202205/09/6278e742a310fd2bec87d4ba.jpeg
一课译词：退避三舍,“退避三舍”，原指为了回避与对方的冲突，主动退让九十里（retreat about thirty miles as a condition for peace）。,//img2.chinadaily.com.cn/images/202205/09/6278e18ea310fd2bec87d4a6.jpeg
每日一词∣中国共青团 Communist Youth League of China,据中国共青团团内统计公报显示，截至2021年12月31日，全国共有共青团员7371.5万名。其中，学生团员4381.0万名。,//img2.chinadaily.com.cn/images/202205/09/6278d819a310fd2bec87d3be.jpeg
专家：中国有望实现全年经济增长目标,经济学家认为，在政府采取有效措施控制疫情和稳定市场预期的前提下，中国今年可能实现5.5%左右的年度增长目标。,//img2.chinadaily.com.cn/images/202205/09/6278e9cba310fd2bec87d4c4.jpeg
每日新闻播报（May 9）,今日播报内容：一季度服务贸易增速达25.8%；上海重点企业复工率超过70%；美联储宣布加息50个基点；超半数美国人曾感染新冠。,//img2.chinadaily.com.cn/images/202205/09/6278c45fa310fd2bec87d1b7.jpeg
Don’t know the first thing? 一无所知,Don’t know the first thing意思就是一无所知。,//img2.chinadaily.com.cn/images/202205/20/628763caa310fd2bec8a46da.jpeg
每日一词 ∣气象高质量发展 high-quality meteorological development,国务院日前印发《气象高质量发展纲要（2022－2035年）》（以下简称《纲要》）。《纲要》明确，到2035年，气象关键科技领域实现重大突破，气象监测、预报和服务水平全球领先，以智慧气象为主要特征的气象现代化基本实现。,//img2.chinadaily.com.cn/images/202205/20/62875b23a310fd2bec8a43d8.jpeg
加快建设全国统一大市场将为经济发展扫清“障碍”,建设全国统一大市场能充分发挥市场在资源配置中的决定性作用，为各类市场主体提供更优质发展环境和更大发展舞台。,//img2.chinadaily.com.cn/images/202205/20/62874ec4a310fd2bec8a42d8.jpeg
每日新闻播报（May 20）,今日播报内容：我国九成以上博物馆免费开放；500万共享单车装上北斗芯片；白皮书:中国仍是美企首选市场；美报告180例不明病因儿童肝炎病例。,//img2.chinadaily.com.cn/images/202205/20/62873121a310fd2bec8a3af7.jpeg
美联储不顾世界加息，美国做事一向是强盗逻辑 | 小象漫评,美联储宣布加息，使全球资金回流美国，害苦了新兴经济体。这就是美国做事的逻辑，从来都是只顾自己，完全无视其它国家的利益。,//img2.chinadaily.com.cn/images/202205/20/628704aea310fd2bec8a2fb8.jpeg
研究：气候变化将让印度和巴基斯坦超级热浪发生率增加100倍,近日印度西北部和巴基斯坦遭遇了罕见的超级热浪天气，气温逼近50摄氏度，学校被迫停课，居民只能待在室内或到河里游泳降温。,//img2.chinadaily.com.cn/images/202205/20/6286da09a310fd2bec8a1743.jpeg
一课译词：死对头,“死对头”，汉语词语，意思是指难以和解的仇敌。可以翻译为“deadly foe，sworn enemy或mortal enemy”等。,//img2.chinadaily.com.cn/images/202205/19/628614e2a310fd2bec8a0bf9.jpeg
每日一词∣国际博物馆日 International Museum Day,5月18日是“国际博物馆日”。数据显示，2021年我国博物馆接待观众7.79亿人次，线上展览和线上教育活动网络总浏览量超过41亿人次。,//img2.chinadaily.com.cn/images/202205/19/6286000fa310fd2bec8a0750.png
